Unnamed: 0,id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Female,Male,Loyal Customer,disloyal Customer,Business travel,Personal Travel,Business,Eco,Eco Plus,satisfaction
11636,93074,20,297,2,4,4,4,2,2,4,2,2,4,3,1,3,2,0,0.0,0,1,1,0,1,0,0,0,1,neutral or dissatisfied
11637,57379,59,414,2,2,2,3,3,2,3,3,3,1,3,2,3,3,1,8.0,0,1,1,0,0,1,0,0,1,neutral or dissatisfied
11638,289,51,825,2,5,3,5,4,3,4,4,3,3,4,5,5,4,0,0.0,0,1,1,0,0,1,0,0,1,neutral or dissatisfied
11639,121168,59,2370,4,4,4,1,4,1,1,3,5,4,5,1,3,1,0,0.0,1,0,1,0,0,1,0,1,0,satisfied
11640,43154,47,1368,5,5,2,5,5,5,5,5,5,2,1,1,1,5,0,0.0,0,1,1,0,1,0,0,1,0,satisfied
11641,117453,25,1107,1,5,1,4,5,1,5,5,4,5,4,4,5,5,47,39.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11642,46902,38,845,4,4,4,4,5,4,1,5,5,5,5,4,5,2,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11643,3779,39,2336,5,4,5,5,4,4,5,5,5,5,5,3,5,3,12,0.0,0,1,1,0,1,0,1,0,0,satisfied
11644,103389,49,3975,0,0,0,2,5,4,5,2,2,2,2,4,2,3,38,31.0,1,0,1,0,1,0,1,0,0,satisfied
11645,22360,41,143,3,3,3,3,2,2,4,4,4,4,5,3,4,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11646,119768,46,936,3,3,2,3,4,5,4,4,4,4,4,4,4,3,21,5.0,1,0,1,0,1,0,1,0,0,satisfied
11647,29292,39,550,4,2,2,2,4,4,4,4,2,5,2,4,2,4,0,0.0,1,0,1,0,1,0,0,1,0,satisfied
11648,14215,68,620,3,5,3,1,2,3,2,2,4,4,5,3,4,2,15,24.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11649,50929,60,77,3,5,3,1,5,4,5,4,4,3,4,5,4,5,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11650,38323,21,1050,4,4,4,4,1,4,2,1,1,5,3,1,4,1,4,0.0,0,1,1,0,0,1,1,0,0,satisfied
11651,85578,50,153,1,4,4,4,4,4,3,1,1,1,1,4,1,2,27,40.0,1,0,1,0,1,0,0,1,0,neutral or dissatisfied
11652,7644,48,3764,1,1,2,1,3,4,4,5,5,5,5,3,5,3,0,5.0,0,1,1,0,1,0,1,0,0,satisfied
11653,25556,52,696,2,1,1,1,1,4,4,2,2,2,2,3,2,2,6,0.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11654,95900,37,759,3,3,3,3,4,3,4,4,2,2,3,1,3,4,23,25.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11655,105900,24,283,2,0,2,2,5,2,4,5,3,3,5,5,5,5,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11656,80658,9,821,2,3,3,3,2,1,4,2,2,1,4,1,4,2,2,0.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
11657,123791,52,1844,5,5,5,5,2,5,4,4,4,4,4,4,4,4,0,2.0,1,0,1,0,1,0,1,0,0,satisfied
11658,81056,27,1399,0,3,0,2,4,0,4,4,1,2,2,4,3,4,0,2.0,1,0,1,0,0,1,0,1,0,satisfied
11659,101215,68,1235,2,4,2,1,5,2,5,5,3,3,4,4,4,5,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11660,76054,22,669,2,0,2,2,5,2,5,5,3,2,5,3,4,5,45,30.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
11661,14319,63,2581,2,2,2,2,3,5,1,5,5,5,5,2,5,1,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11662,26538,18,990,2,5,2,1,1,2,1,1,4,3,4,3,4,1,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11663,27440,14,697,4,4,4,3,3,4,3,3,1,2,5,3,3,3,0,0.0,0,1,0,1,1,0,0,1,0,satisfied
11664,11748,19,429,0,0,0,4,3,0,3,3,5,4,5,5,4,3,0,4.0,0,1,0,1,1,0,1,0,0,satisfied
11665,37753,36,1069,4,4,4,4,2,4,1,2,5,5,5,3,4,2,33,15.0,1,0,0,1,1,0,0,0,1,neutral or dissatisfied
11666,7080,43,2728,1,3,4,3,4,2,2,2,2,2,1,4,2,2,10,7.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11667,5749,39,859,3,3,3,3,1,4,3,3,3,3,3,4,3,4,77,66.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11668,36409,53,369,2,2,2,2,1,1,1,5,5,5,5,1,5,1,15,7.0,1,0,1,0,1,0,1,0,0,satisfied
11669,54165,48,1400,5,3,3,3,5,5,5,5,2,4,2,2,5,5,0,0.0,0,1,1,0,1,0,0,1,0,satisfied
11670,80716,36,920,2,2,2,3,4,2,4,4,4,4,5,3,5,4,0,0.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
11671,53627,49,374,4,2,2,2,4,3,5,4,4,4,4,2,4,2,0,0.0,1,0,1,0,1,0,0,1,0,satisfied
11672,64910,22,190,4,1,4,2,4,4,4,4,3,5,2,3,3,4,3,0.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
11673,70274,48,2912,2,2,2,2,4,4,5,4,4,4,4,5,4,3,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11674,97064,41,1497,1,2,2,3,3,1,2,3,4,5,4,4,4,3,0,0.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
11675,49565,27,262,3,0,3,3,1,3,1,1,5,4,1,4,1,1,35,43.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11676,10901,57,201,2,2,4,2,2,2,2,2,4,5,1,4,1,2,0,0.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
11677,79683,58,762,1,4,1,4,4,5,5,1,1,1,1,5,1,4,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11678,125817,28,861,3,3,3,4,3,2,2,3,1,4,3,2,2,2,300,307.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11679,53773,30,1195,0,0,0,4,5,0,5,5,1,4,4,4,1,5,2,2.0,0,1,1,0,1,0,0,0,1,satisfied
11680,35101,39,3745,1,1,1,1,2,1,3,4,4,4,4,1,4,2,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11681,12401,78,2258,3,3,3,3,3,5,5,4,4,4,4,3,4,2,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11682,22099,68,782,2,4,2,5,2,2,3,4,3,4,5,3,4,3,172,162.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11683,117176,13,646,2,4,2,4,5,2,5,5,1,3,2,3,2,5,1,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11684,19880,77,343,1,2,1,1,4,4,5,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11685,100930,26,838,2,5,2,1,5,2,2,5,4,4,5,5,5,5,2,6.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11686,116272,8,325,1,1,1,4,3,1,3,3,3,5,3,2,4,3,28,24.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11687,125156,53,813,5,5,1,5,2,4,5,2,2,2,2,5,2,3,41,,1,0,1,0,1,0,1,0,0,satisfied
11688,28456,29,1029,3,3,3,3,3,2,2,2,4,2,3,2,1,2,0,18.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
11689,13403,55,475,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11690,114771,33,2858,4,4,4,4,5,5,5,5,4,5,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11691,56077,53,2586,3,1,3,3,3,3,3,3,1,2,4,3,4,3,2,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11692,66238,23,3166,2,2,2,2,4,4,4,4,3,5,3,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11693,73585,56,2237,5,5,5,5,3,5,4,3,3,4,5,5,3,5,0,6.0,1,0,1,0,1,0,1,0,0,satisfied
11694,51618,62,3261,3,3,3,3,5,3,1,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11695,110672,29,2442,2,3,3,3,2,2,2,2,1,5,4,3,4,2,21,22.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11696,5384,21,733,3,1,3,2,2,3,3,2,4,5,2,2,2,2,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11697,73460,39,1144,3,5,3,3,4,3,4,4,2,5,5,4,3,4,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11698,108451,40,1044,1,4,4,4,2,2,1,1,1,1,1,1,1,4,70,76.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11699,79569,16,762,2,2,2,2,1,2,1,1,4,5,4,4,5,1,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11700,85053,41,731,1,1,1,1,4,5,4,4,4,4,4,4,4,4,27,11.0,1,0,1,0,1,0,1,0,0,satisfied
11701,115180,37,337,2,2,2,3,5,2,5,5,5,4,4,4,4,5,18,18.0,0,1,0,1,1,0,1,0,0,neutral or dissatisfied
11702,99363,28,409,3,5,5,5,3,3,3,3,4,2,4,4,3,3,0,0.0,1,0,1,0,1,0,0,1,0,neutral or dissatisfied
11703,49954,36,373,3,3,3,3,5,4,3,3,3,3,3,2,3,4,0,0.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11704,66015,39,2685,3,3,3,3,3,5,5,4,4,4,4,5,4,3,41,41.0,1,0,1,0,1,0,1,0,0,satisfied
11705,101883,23,2039,5,5,5,3,4,5,4,4,5,2,3,4,5,4,68,58.0,1,0,0,1,1,0,0,1,0,satisfied
11706,115987,55,446,4,4,4,1,5,5,5,5,5,4,3,5,5,4,43,42.0,1,0,1,0,0,1,0,1,0,satisfied
11707,57253,38,628,3,1,1,1,3,3,3,3,3,4,4,3,4,3,0,0.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
11708,63877,18,1192,4,5,5,5,4,4,2,4,4,4,3,2,3,4,0,6.0,1,0,1,0,1,0,0,1,0,neutral or dissatisfied
11709,98312,18,1565,2,2,2,3,2,2,2,2,3,5,4,3,3,2,0,6.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11710,99413,22,314,2,0,2,3,5,2,5,5,2,3,3,1,5,5,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11711,91190,46,581,2,1,2,1,1,2,1,3,3,2,5,4,3,4,42,40.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11712,106857,57,577,2,2,2,3,1,4,4,4,4,2,4,1,4,1,4,13.0,1,0,1,0,0,1,1,0,0,neutral or dissatisfied
11713,53013,25,1208,3,3,3,3,4,3,5,4,2,2,4,3,3,4,0,31.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
11714,89103,41,2116,1,1,1,1,5,5,4,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11715,120361,59,366,1,1,1,1,3,4,5,5,5,5,5,5,5,4,0,19.0,0,1,1,0,1,0,1,0,0,satisfied
11716,34853,41,1826,1,4,4,4,1,1,1,1,2,1,3,3,2,1,71,60.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
11717,36679,53,1121,3,4,3,4,4,3,4,4,4,2,3,3,5,4,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11718,52075,23,438,3,0,3,5,4,3,4,4,1,4,3,2,1,4,0,3.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
11719,68729,40,175,3,5,3,2,5,3,5,5,3,3,4,5,5,5,0,0.0,0,1,1,0,0,1,0,0,1,neutral or dissatisfied
11720,43150,10,414,2,4,1,4,2,1,2,2,1,5,5,1,3,2,4,0.0,1,0,1,0,0,1,0,0,1,neutral or dissatisfied
11721,124605,32,1671,2,4,4,4,2,2,2,2,1,1,3,3,3,2,16,26.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11722,90274,43,2542,1,5,5,5,5,4,4,1,1,1,1,3,1,4,0,0.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11723,27810,19,3888,1,1,1,1,4,4,4,4,5,3,5,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11724,70719,27,675,3,3,3,3,2,3,2,2,2,2,4,2,4,2,2,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11725,95302,15,189,1,2,1,2,2,1,1,2,1,1,2,2,2,2,19,14.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11726,45740,47,1772,2,2,2,2,2,4,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11727,76606,48,2473,3,3,1,3,4,4,5,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11728,65732,25,1061,4,4,4,4,5,5,5,5,3,4,4,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11729,102809,55,342,3,3,3,3,2,4,5,4,4,4,4,3,4,4,61,60.0,0,1,1,0,1,0,1,0,0,satisfied
11730,98770,17,2075,4,5,3,1,1,3,2,1,4,3,4,4,5,1,26,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11731,101823,20,1521,0,1,0,3,4,0,3,4,1,2,3,1,4,4,0,0.0,1,0,1,0,0,1,0,1,0,satisfied
11732,77577,57,2313,2,3,3,3,1,2,2,2,2,2,2,3,2,3,59,51.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11733,118312,51,639,5,5,1,5,5,4,4,5,5,5,5,5,5,5,1,9.0,0,1,1,0,1,0,1,0,0,satisfied
11734,94227,44,293,5,5,5,5,2,4,4,4,4,4,4,5,4,5,6,9.0,0,1,1,0,1,0,1,0,0,satisfied
11735,72632,36,985,1,4,1,3,2,1,4,2,5,2,4,5,4,2,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11736,75900,49,1765,2,1,4,4,3,2,2,1,5,4,4,2,1,2,294,296.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11737,16028,54,780,2,1,2,3,4,2,4,4,3,2,3,1,3,4,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11738,41142,65,224,1,5,1,1,3,1,1,3,4,5,4,4,5,3,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11739,4073,64,425,2,2,2,2,2,2,2,2,3,2,2,1,3,2,9,84.0,0,1,1,0,0,1,0,0,1,neutral or dissatisfied
11740,113882,38,1363,3,4,3,3,4,3,4,4,5,2,4,3,4,4,19,0.0,1,0,1,0,0,1,0,0,1,neutral or dissatisfied
11741,31181,51,1620,2,1,1,1,3,3,3,2,2,2,2,3,2,4,65,77.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11742,123460,21,911,3,3,3,4,1,3,1,1,4,3,5,3,5,1,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11743,118968,33,570,3,4,3,5,2,3,2,2,3,5,5,5,4,2,0,3.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11744,99012,40,543,2,0,2,3,5,2,5,5,4,4,4,5,5,5,13,0.0,1,0,1,0,0,1,0,0,1,neutral or dissatisfied
11745,9485,44,3059,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,0.0,1,0,1,0,1,0,1,0,0,satisfied
11746,61820,42,1379,2,5,2,1,5,3,5,2,2,2,4,1,2,2,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11747,110056,28,2173,4,5,4,5,3,4,3,3,4,3,4,4,5,3,5,0.0,0,1,1,0,0,1,0,1,0,satisfied
11748,83267,77,1979,4,4,4,4,2,4,3,4,4,4,4,1,4,2,15,0.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11749,40964,38,2125,2,2,2,2,3,2,1,5,5,5,5,4,5,4,0,3.0,0,1,1,0,1,0,1,0,0,satisfied
11750,101298,53,444,1,4,4,4,5,5,5,2,2,4,1,4,2,5,2,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11751,91377,80,406,3,5,5,5,3,3,3,3,2,3,4,3,3,3,0,0.0,0,1,1,0,1,0,0,0,1,neutral or dissatisfied
11752,78642,56,2172,2,2,4,2,5,5,5,4,4,5,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11753,57840,37,1091,3,1,1,1,3,3,3,3,3,1,3,4,4,3,0,7.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
11754,103115,65,546,3,3,3,3,2,4,3,2,2,3,2,3,2,2,8,7.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11755,114732,59,3272,1,1,1,1,4,4,5,4,4,4,4,4,4,3,60,52.0,1,0,1,0,1,0,1,0,0,satisfied
11756,120907,30,992,3,3,3,3,1,2,1,1,3,5,4,3,5,1,3,9.0,1,0,1,0,1,0,1,0,0,satisfied
11757,49550,37,109,4,4,4,5,4,4,4,4,3,5,3,1,4,4,0,0.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
11758,98663,9,920,3,2,3,3,1,3,1,1,2,3,3,3,4,1,28,14.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11759,13515,36,106,4,4,4,4,4,4,4,4,3,2,1,1,2,4,0,0.0,1,0,1,0,1,0,0,1,0,satisfied
11760,43830,21,114,2,4,2,5,2,2,2,2,1,5,1,2,2,2,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11761,14878,29,343,1,1,1,2,2,1,4,2,1,3,3,4,3,2,0,0.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
11762,80837,9,484,3,4,4,4,3,3,3,3,1,5,3,1,4,3,13,2.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11763,39726,63,320,3,3,3,3,5,4,3,3,3,3,3,3,3,4,1,0.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11764,105315,39,409,4,4,4,4,4,5,5,4,4,4,4,5,4,4,6,0.0,1,0,1,0,1,0,1,0,0,satisfied
11765,21018,36,2884,3,3,3,3,5,1,3,5,5,5,5,2,5,4,20,8.0,0,1,1,0,1,0,1,0,0,satisfied
11766,80988,43,2529,0,0,0,3,4,2,3,5,5,5,5,2,5,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11767,49775,79,3924,1,3,3,3,5,3,4,1,1,1,1,3,1,4,0,0.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11768,126583,61,1337,3,5,3,5,3,5,4,1,1,3,1,3,1,4,9,17.0,0,1,1,0,0,1,1,0,0,neutral or dissatisfied
11769,129258,55,3737,3,3,3,3,5,5,5,4,4,4,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11770,43843,52,199,5,4,4,4,3,2,3,5,5,5,5,1,5,4,0,0.0,1,0,1,0,1,0,0,1,0,satisfied
11771,82373,12,453,3,3,3,3,2,3,5,2,2,4,3,2,4,2,0,4.0,0,1,1,0,0,1,0,0,1,neutral or dissatisfied
11772,5942,37,108,3,4,4,4,3,3,3,3,2,3,2,2,3,3,13,13.0,0,1,1,0,1,0,0,0,1,neutral or dissatisfied
11773,129082,23,2218,5,0,5,3,2,5,2,2,5,3,5,5,5,2,1,1.0,0,1,0,1,1,0,1,0,0,satisfied
11774,69245,40,733,3,3,3,3,3,5,4,5,5,5,5,5,5,5,0,25.0,0,1,1,0,1,0,1,0,0,satisfied
11775,73089,23,1085,3,4,4,5,3,4,2,3,3,2,5,4,5,3,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11776,98972,21,479,2,4,2,4,1,2,2,1,1,4,3,2,3,1,9,14.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
11777,27130,19,2681,4,4,5,4,5,4,4,3,2,4,5,4,3,4,0,13.0,1,0,1,0,1,0,1,0,0,satisfied
11778,21826,41,640,2,4,2,4,2,2,2,2,2,3,3,3,1,2,9,1.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
11779,31816,45,4983,3,1,3,2,3,1,1,2,5,2,3,1,4,1,2,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11780,115181,41,337,3,3,3,3,2,5,4,4,4,4,4,5,4,3,2,0.0,0,1,1,0,1,0,1,0,0,satisfied
11781,87329,13,1027,3,4,3,5,4,3,4,4,2,4,4,3,5,4,35,29.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11782,119285,49,1823,4,5,4,4,3,5,4,5,5,5,4,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11783,92304,10,2615,3,1,3,3,2,3,2,2,2,5,2,1,4,2,30,0.0,1,0,1,0,0,1,1,0,0,neutral or dissatisfied
11784,123314,26,507,1,1,1,1,1,1,2,1,1,2,4,1,3,1,93,87.0,1,0,1,0,1,0,0,0,1,neutral or dissatisfied
11785,79737,47,749,3,1,3,1,3,4,4,3,3,3,3,2,3,4,50,34.0,1,0,1,0,1,0,0,0,1,neutral or dissatisfied
11786,85161,43,1282,2,1,1,1,3,2,3,2,2,2,2,3,2,3,85,69.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11787,114279,35,967,2,5,2,2,3,2,3,3,4,2,4,5,5,3,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11788,28317,54,2860,2,2,2,2,3,1,2,5,5,5,5,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11789,123232,35,328,2,4,2,2,4,2,4,4,1,5,5,1,3,4,11,60.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11790,121985,31,130,1,1,1,1,5,5,5,5,4,4,4,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11791,126395,65,600,2,1,2,4,3,3,4,2,2,2,2,1,2,2,5,3.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11792,66122,55,583,1,5,5,5,2,3,3,1,1,1,1,4,1,3,0,0.0,1,0,1,0,1,0,0,1,0,neutral or dissatisfied
11793,3419,49,315,1,4,1,1,5,4,4,4,4,1,4,3,4,3,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11794,85598,40,259,2,2,2,3,1,2,1,1,3,1,4,4,3,1,56,48.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
11795,55973,39,1620,2,4,2,5,4,2,1,4,5,3,4,4,5,4,18,21.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11796,37602,60,1005,5,4,5,4,5,1,1,3,2,5,5,1,5,1,431,402.0,0,1,1,0,0,1,0,1,0,satisfied
11797,49708,41,2138,1,5,5,5,4,2,3,1,1,1,1,4,1,3,12,2.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11798,124047,26,184,5,2,2,2,5,4,3,5,1,1,4,2,4,5,0,0.0,1,0,1,0,1,0,0,0,1,neutral or dissatisfied
11799,95998,54,795,4,4,4,4,2,4,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11800,116979,52,1647,1,1,1,1,4,5,4,4,4,5,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11801,64079,9,921,2,4,2,1,2,2,2,2,3,2,4,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11802,78347,27,1547,2,5,3,3,3,3,1,3,3,5,4,4,4,3,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11803,99144,44,181,2,2,2,2,2,4,3,2,2,2,2,2,2,1,23,20.0,1,0,1,0,1,0,0,0,1,neutral or dissatisfied
11804,25629,31,3612,2,2,2,2,2,2,2,2,4,4,3,1,3,2,12,1.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11805,81786,35,1310,4,4,4,4,3,5,5,5,5,5,5,4,5,5,0,61.0,1,0,1,0,1,0,1,0,0,satisfied
11806,1204,18,482,3,3,5,3,3,5,3,3,3,2,3,2,4,3,0,7.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11807,49405,49,2308,3,4,4,4,3,3,4,3,3,3,3,4,3,3,16,9.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
11808,42022,40,3629,0,4,0,2,5,4,1,2,2,2,2,1,2,1,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11809,16204,11,199,2,5,2,3,2,3,2,4,2,5,4,2,3,2,134,136.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11810,58677,55,622,4,4,4,4,2,5,4,2,2,2,2,5,2,4,3,12.0,0,1,1,0,1,0,1,0,0,satisfied
11811,55288,59,1585,4,2,5,2,3,4,3,4,4,4,4,3,4,2,0,0.0,1,0,1,0,1,0,0,1,0,satisfied
11812,28688,23,2797,1,3,0,4,3,0,1,3,3,1,3,2,4,3,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11813,64531,47,3101,1,1,1,1,5,5,5,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11814,120771,25,1774,2,4,5,5,2,2,2,2,1,3,3,2,3,2,104,108.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
11815,33600,48,474,1,1,1,1,2,4,5,3,3,4,3,5,3,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
11816,2962,27,835,4,4,4,2,1,4,1,1,4,2,5,5,4,1,0,0.0,1,0,1,0,0,1,0,1,0,satisfied
11817,46594,35,3036,2,2,3,2,3,2,3,4,4,4,5,4,4,5,10,2.0,0,1,1,0,1,0,1,0,0,satisfied
11818,97780,39,471,3,3,3,1,4,3,4,4,5,2,4,4,4,4,1,0.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
11819,73032,55,1096,1,2,1,3,5,2,3,3,3,1,3,4,3,4,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
11820,54644,31,3366,1,1,1,1,5,5,5,5,2,4,1,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11821,49619,50,3915,1,1,1,1,5,1,4,4,4,4,5,5,4,1,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
11822,37291,40,1011,4,2,2,2,4,4,4,4,4,1,5,4,2,4,60,87.0,1,0,1,0,1,0,0,1,0,satisfied
11823,117324,27,304,4,3,4,2,1,4,1,1,5,3,2,5,3,1,14,17.0,0,1,1,0,0,1,0,0,1,neutral or dissatisfied
11824,27291,40,697,5,1,1,1,5,5,5,5,2,2,1,3,5,5,0,0.0,1,0,1,0,1,0,0,1,0,satisfied
11825,103747,23,405,4,0,4,5,5,4,5,5,3,2,5,5,4,5,22,27.0,1,0,0,1,1,0,1,0,0,satisfied
11826,79384,58,502,2,2,2,2,3,4,4,4,4,4,4,5,4,4,14,10.0,0,1,1,0,1,0,1,0,0,satisfied
11827,92289,52,1814,5,5,5,5,4,5,4,2,2,2,2,3,2,5,5,0.0,1,0,1,0,1,0,1,0,0,satisfied
11828,53892,53,140,2,3,2,1,5,2,4,5,2,2,1,3,5,5,8,4.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
11829,126602,30,1337,2,2,2,2,4,4,4,4,3,3,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
